"li_job_id","company","title","matched_role","location","is_remote","date_posted","ago_time","salary","job_url","contact_emails","contact_phones","skills","description"
"4302549433","Turing","Java Developer - 20442","java developer","India","Yes","2025-09-18","","Not specified","https://in.linkedin.com/jobs/view/java-developer-20442-at-turing-4302549433","","","java; testing","Exciting Opportunity: Java Developers for a Leading U.S.-Based CompanyA top U.S.-based organization is looking for skilled Java Developers to join their team. The company is a pioneer in developing the next generation of dialog agents, with applications in education, entertainment, and general knowledge platforms.This is a great opportunity for professionals who want to learn, grow, and work on cutting-edge projects in a dynamic environment.Role and Responsibilities:Develop clean, well-organized, and reusable Java codeParticipate in code reviews to maintain high quality standardsContribute to the design, development, and delivery of new featuresCollaborate with cross-functional teams across design, product, and engineeringWrite clear and well-documented code for easy maintenanceCandidate Requirements:Open to candidates of all experience levels — from junior to seniorBachelor’s or Master’s degree in Computer Science, Engineering, or a related field (or equivalent experience)Experience building scalable and modular web applicationsStrong focus on code readability, security, stability, and testing practicesGood understanding of Java syntax, conventions, and best practicesExcellent communication skills in English, both spoken and writtenWhy This Opportunity Stands Out:Work alongside globally recognized experts and expand your professional networkEnjoy the flexibility of remote work without traditional office restrictionsReceive competitive salaries paid in USDGet involved with innovative projects that are shaping the future of technologySelection Process:Shortlisted developers may be asked to complete an assessment.If you clear the assessment, you will be contacted for contract assignments with expected start dates, durations, and end dates.Some contract assignments require fixed weekly hours, averaging 20/30/40 hours per week for the duration of the contract assignment."
"4302547522","Turing","Java Developer - 20442","java developer","Kolkata, West Bengal, India","Yes","2025-09-18","","Not specified","https://in.linkedin.com/jobs/view/java-developer-20442-at-turing-4302547522","","","java; testing","Exciting Opportunity: Java Developers for a Leading U.S.-Based CompanyA top U.S.-based organization is looking for skilled Java Developers to join their team. The company is a pioneer in developing the next generation of dialog agents, with applications in education, entertainment, and general knowledge platforms.This is a great opportunity for professionals who want to learn, grow, and work on cutting-edge projects in a dynamic environment.Role and Responsibilities:Develop clean, well-organized, and reusable Java codeParticipate in code reviews to maintain high quality standardsContribute to the design, development, and delivery of new featuresCollaborate with cross-functional teams across design, product, and engineeringWrite clear and well-documented code for easy maintenanceCandidate Requirements:Open to candidates of all experience levels — from junior to seniorBachelor’s or Master’s degree in Computer Science, Engineering, or a related field (or equivalent experience)Experience building scalable and modular web applicationsStrong focus on code readability, security, stability, and testing practicesGood understanding of Java syntax, conventions, and best practicesExcellent communication skills in English, both spoken and writtenWhy This Opportunity Stands Out:Work alongside globally recognized experts and expand your professional networkEnjoy the flexibility of remote work without traditional office restrictionsReceive competitive salaries paid in USDGet involved with innovative projects that are shaping the future of technologySelection Process:Shortlisted developers may be asked to complete an assessment.If you clear the assessment, you will be contacted for contract assignments with expected start dates, durations, and end dates.Some contract assignments require fixed weekly hours, averaging 20/30/40 hours per week for the duration of the contract assignment."
"4302557023","Turing","Software Engineer (Java) - 20442","software engineer","Chennai, Tamil Nadu, India","Yes","2025-09-18","","Not specified","https://in.linkedin.com/jobs/view/software-engineer-java-20442-at-turing-4302557023","","","java; testing","About Turing:Turing is one of the world’s fastest-growing AI companies, accelerating the advancement and deployment of powerful AI systems.Turing helps customers in two ways: Working with the world’s leading AI labs to advance frontier model capabilities in thinking, reasoning, coding, agentic behavior, multimodality, multilinguality, STEM, and frontier knowledge; and leveraging that work to build real-world AI systems that solve mission-critical priorities for companies.Role Overview:We are looking for a skilled Java Engineer to join our team in building the next generation of dialog agents for education, entertainment, and general knowledge applications. You’ll collaborate with cross-functional teams on the design, development, and delivery of cutting-edge AI features in a fast-paced, innovative environment.What You’ll Do:Build and maintain scalable, high-quality code for AI model training and optimization.Benchmark and evaluate model performance, ensuring continuous improvements.Assess and refine AI responses for clarity, accuracy, and alignment.Lead dataset creation and Supervised Fine-Tuning (SFT) efforts.Collaborate on Reinforcement Learning with Human Feedback (RLHF) processes.Design evaluation strategies to align models with user needs and ethics.Review code and documentation to uphold quality and best practices.Work closely with researchers, engineers, and product teams to enhance models.Explore and integrate new tools and methods to improve training workflows. improvementsRequired Skills:Bachelor’s/Master’s degree in Computer Science, Engineering, or equivalent experience.Strong experience in Java (syntax, conventions, and best practices).Solid background in back-end development, scalable systems, and modular architectures.Experience in training LLMs or building AI-related systems (preferred).Familiarity with code quality practices: testing, reviews, readability, and maintainability.Excellent written and spoken English communication skills.Perks:Fully remote work – collaborate from anywhere.Opportunity to contribute to state-of-the-art AI projects with leading LLM companies.Offer Details:Commitment: 20, 30, or 40 hours/week (min. 20 hours with 4-hour PST overlap).Contract Type: Independent contractorDuration: 1 month (expected start: next week)."
"4302537894","Turing","Java Developer - 20442","java developer","Indore, Madhya Pradesh, India","Yes","2025-09-18","","Not specified","https://in.linkedin.com/jobs/view/java-developer-20442-at-turing-4302537894","","","java; testing","Exciting Opportunity: Java Developers for a Leading U.S.-Based CompanyA top U.S.-based organization is looking for skilled Java Developers to join their team. The company is a pioneer in developing the next generation of dialog agents, with applications in education, entertainment, and general knowledge platforms.This is a great opportunity for professionals who want to learn, grow, and work on cutting-edge projects in a dynamic environment.Role and Responsibilities:Develop clean, well-organized, and reusable Java codeParticipate in code reviews to maintain high quality standardsContribute to the design, development, and delivery of new featuresCollaborate with cross-functional teams across design, product, and engineeringWrite clear and well-documented code for easy maintenanceCandidate Requirements:Open to candidates of all experience levels — from junior to seniorBachelor’s or Master’s degree in Computer Science, Engineering, or a related field (or equivalent experience)Experience building scalable and modular web applicationsStrong focus on code readability, security, stability, and testing practicesGood understanding of Java syntax, conventions, and best practicesExcellent communication skills in English, both spoken and writtenWhy This Opportunity Stands Out:Work alongside globally recognized experts and expand your professional networkEnjoy the flexibility of remote work without traditional office restrictionsReceive competitive salaries paid in USDGet involved with innovative projects that are shaping the future of technologySelection Process:Shortlisted developers may be asked to complete an assessment.If you clear the assessment, you will be contacted for contract assignments with expected start dates, durations, and end dates.Some contract assignments require fixed weekly hours, averaging 20/30/40 hours per week for the duration of the contract assignment."
"4302486633","Fluminum Technologies Pvt. Ltd.","Mechatronics QA Engineer","qa engineer","Ludhiana, Punjab, India","No","2025-09-19","","Not specified","https://in.linkedin.com/jobs/view/mechatronics-qa-engineer-at-fluminum-technologies-pvt-ltd-4302486633","","","","Company DescriptionFluminum Technologies is a cutting-edge technology innovation company dedicated to transforming ideas into groundbreaking solutions in the field of EV's for snow weather conditions. The company's mission is to drive progress through cutting-edge research, development, and application of advanced technologies.Role DescriptionWe are seeking a Mechatronics QA Engineer to ensure the quality, reliability, and compliance of mechatronic systems throughout the product lifecycle. You will play a critical role in verifying the performance of integrated mechanical, electrical, and embedded software components, ensuring they meet design specifications and customer expectations. This position requires strong analytical skills, attention to detail, and hands-on experience with hardware and software QA methodologies.QualificationsMechanical or Mechatronics Engineering knowledge.Knowledge of Solidworks and ANSYSKnowledge of Electrical Engineering principlesStrong problem-solving and analytical skillsAbility to work independently and in a team environmentBachelor's degree in Engineering or related fieldExperience in a technology or innovation-driven company is a plus"
"4302539800","Turing","Java Developer - 20442","java developer","Indore, Madhya Pradesh, India","Yes","2025-09-18","","Not specified","https://in.linkedin.com/jobs/view/java-developer-20442-at-turing-4302539800","","","java; testing","Exciting Opportunity: Java Developers for a Leading U.S.-Based CompanyA top U.S.-based organization is looking for skilled Java Developers to join their team. The company is a pioneer in developing the next generation of dialog agents, with applications in education, entertainment, and general knowledge platforms.This is a great opportunity for professionals who want to learn, grow, and work on cutting-edge projects in a dynamic environment.Role and Responsibilities:Develop clean, well-organized, and reusable Java codeParticipate in code reviews to maintain high quality standardsContribute to the design, development, and delivery of new featuresCollaborate with cross-functional teams across design, product, and engineeringWrite clear and well-documented code for easy maintenanceCandidate Requirements:Open to candidates of all experience levels — from junior to seniorBachelor’s or Master’s degree in Computer Science, Engineering, or a related field (or equivalent experience)Experience building scalable and modular web applicationsStrong focus on code readability, security, stability, and testing practicesGood understanding of Java syntax, conventions, and best practicesExcellent communication skills in English, both spoken and writtenWhy This Opportunity Stands Out:Work alongside globally recognized experts and expand your professional networkEnjoy the flexibility of remote work without traditional office restrictionsReceive competitive salaries paid in USDGet involved with innovative projects that are shaping the future of technologySelection Process:Shortlisted developers may be asked to complete an assessment.If you clear the assessment, you will be contacted for contract assignments with expected start dates, durations, and end dates.Some contract assignments require fixed weekly hours, averaging 20/30/40 hours per week for the duration of the contract assignment."
"4302550365","Turing","Software Engineer (Java) - 20442","software engineer","Coimbatore, Tamil Nadu, India","Yes","2025-09-18","","Not specified","https://in.linkedin.com/jobs/view/software-engineer-java-20442-at-turing-4302550365","","","java; testing","About Turing:Turing is one of the world’s fastest-growing AI companies, accelerating the advancement and deployment of powerful AI systems.Turing helps customers in two ways: Working with the world’s leading AI labs to advance frontier model capabilities in thinking, reasoning, coding, agentic behavior, multimodality, multilinguality, STEM, and frontier knowledge; and leveraging that work to build real-world AI systems that solve mission-critical priorities for companies.Role Overview:We are looking for a skilled Java Engineer to join our team in building the next generation of dialog agents for education, entertainment, and general knowledge applications. You’ll collaborate with cross-functional teams on the design, development, and delivery of cutting-edge AI features in a fast-paced, innovative environment.What You’ll Do:Build and maintain scalable, high-quality code for AI model training and optimization.Benchmark and evaluate model performance, ensuring continuous improvements.Assess and refine AI responses for clarity, accuracy, and alignment.Lead dataset creation and Supervised Fine-Tuning (SFT) efforts.Collaborate on Reinforcement Learning with Human Feedback (RLHF) processes.Design evaluation strategies to align models with user needs and ethics.Review code and documentation to uphold quality and best practices.Work closely with researchers, engineers, and product teams to enhance models.Explore and integrate new tools and methods to improve training workflows. improvementsRequired Skills:Bachelor’s/Master’s degree in Computer Science, Engineering, or equivalent experience.Strong experience in Java (syntax, conventions, and best practices).Solid background in back-end development, scalable systems, and modular architectures.Experience in training LLMs or building AI-related systems (preferred).Familiarity with code quality practices: testing, reviews, readability, and maintainability.Excellent written and spoken English communication skills.Perks:Fully remote work – collaborate from anywhere.Opportunity to contribute to state-of-the-art AI projects with leading LLM companies.Offer Details:Commitment: 20, 30, or 40 hours/week (min. 20 hours with 4-hour PST overlap).Contract Type: Independent contractorDuration: 1 month (expected start: next week)."
"4302558029","Turing","Software Engineer (Java) - 20442","software engineer","Ahmedabad, Gujarat, India","Yes","2025-09-18","","Not specified","https://in.linkedin.com/jobs/view/software-engineer-java-20442-at-turing-4302558029","","","java; testing","About Turing:Turing is one of the world’s fastest-growing AI companies, accelerating the advancement and deployment of powerful AI systems.Turing helps customers in two ways: Working with the world’s leading AI labs to advance frontier model capabilities in thinking, reasoning, coding, agentic behavior, multimodality, multilinguality, STEM, and frontier knowledge; and leveraging that work to build real-world AI systems that solve mission-critical priorities for companies.Role Overview:We are looking for a skilled Java Engineer to join our team in building the next generation of dialog agents for education, entertainment, and general knowledge applications. You’ll collaborate with cross-functional teams on the design, development, and delivery of cutting-edge AI features in a fast-paced, innovative environment.What You’ll Do:Build and maintain scalable, high-quality code for AI model training and optimization.Benchmark and evaluate model performance, ensuring continuous improvements.Assess and refine AI responses for clarity, accuracy, and alignment.Lead dataset creation and Supervised Fine-Tuning (SFT) efforts.Collaborate on Reinforcement Learning with Human Feedback (RLHF) processes.Design evaluation strategies to align models with user needs and ethics.Review code and documentation to uphold quality and best practices.Work closely with researchers, engineers, and product teams to enhance models.Explore and integrate new tools and methods to improve training workflows. improvementsRequired Skills:Bachelor’s/Master’s degree in Computer Science, Engineering, or equivalent experience.Strong experience in Java (syntax, conventions, and best practices).Solid background in back-end development, scalable systems, and modular architectures.Experience in training LLMs or building AI-related systems (preferred).Familiarity with code quality practices: testing, reviews, readability, and maintainability.Excellent written and spoken English communication skills.Perks:Fully remote work – collaborate from anywhere.Opportunity to contribute to state-of-the-art AI projects with leading LLM companies.Offer Details:Commitment: 20, 30, or 40 hours/week (min. 20 hours with 4-hour PST overlap).Contract Type: Independent contractorDuration: 1 month (expected start: next week)."
"4302536950","Turing","Java Developer - 20442","java developer","Jaipur, Rajasthan, India","Yes","2025-09-18","","Not specified","https://in.linkedin.com/jobs/view/java-developer-20442-at-turing-4302536950","","","java; testing","Exciting Opportunity: Java Developers for a Leading U.S.-Based CompanyA top U.S.-based organization is looking for skilled Java Developers to join their team. The company is a pioneer in developing the next generation of dialog agents, with applications in education, entertainment, and general knowledge platforms.This is a great opportunity for professionals who want to learn, grow, and work on cutting-edge projects in a dynamic environment.Role and Responsibilities:Develop clean, well-organized, and reusable Java codeParticipate in code reviews to maintain high quality standardsContribute to the design, development, and delivery of new featuresCollaborate with cross-functional teams across design, product, and engineeringWrite clear and well-documented code for easy maintenanceCandidate Requirements:Open to candidates of all experience levels — from junior to seniorBachelor’s or Master’s degree in Computer Science, Engineering, or a related field (or equivalent experience)Experience building scalable and modular web applicationsStrong focus on code readability, security, stability, and testing practicesGood understanding of Java syntax, conventions, and best practicesExcellent communication skills in English, both spoken and writtenWhy This Opportunity Stands Out:Work alongside globally recognized experts and expand your professional networkEnjoy the flexibility of remote work without traditional office restrictionsReceive competitive salaries paid in USDGet involved with innovative projects that are shaping the future of technologySelection Process:Shortlisted developers may be asked to complete an assessment.If you clear the assessment, you will be contacted for contract assignments with expected start dates, durations, and end dates.Some contract assignments require fixed weekly hours, averaging 20/30/40 hours per week for the duration of the contract assignment."
"4302544618","Turing","Java Developer - 20442","java developer","Chennai, Tamil Nadu, India","Yes","2025-09-18","","Not specified","https://in.linkedin.com/jobs/view/java-developer-20442-at-turing-4302544618","","","java; testing","Exciting Opportunity: Java Developers for a Leading U.S.-Based CompanyA top U.S.-based organization is looking for skilled Java Developers to join their team. The company is a pioneer in developing the next generation of dialog agents, with applications in education, entertainment, and general knowledge platforms.This is a great opportunity for professionals who want to learn, grow, and work on cutting-edge projects in a dynamic environment.Role and Responsibilities:Develop clean, well-organized, and reusable Java codeParticipate in code reviews to maintain high quality standardsContribute to the design, development, and delivery of new featuresCollaborate with cross-functional teams across design, product, and engineeringWrite clear and well-documented code for easy maintenanceCandidate Requirements:Open to candidates of all experience levels — from junior to seniorBachelor’s or Master’s degree in Computer Science, Engineering, or a related field (or equivalent experience)Experience building scalable and modular web applicationsStrong focus on code readability, security, stability, and testing practicesGood understanding of Java syntax, conventions, and best practicesExcellent communication skills in English, both spoken and writtenWhy This Opportunity Stands Out:Work alongside globally recognized experts and expand your professional networkEnjoy the flexibility of remote work without traditional office restrictionsReceive competitive salaries paid in USDGet involved with innovative projects that are shaping the future of technologySelection Process:Shortlisted developers may be asked to complete an assessment.If you clear the assessment, you will be contacted for contract assignments with expected start dates, durations, and end dates.Some contract assignments require fixed weekly hours, averaging 20/30/40 hours per week for the duration of the contract assignment."
"4302708713","MILLICON CONSULTANT ENGINEERS PVT LTD",".NET Software Developer Role","software developer","Mumbai, Maharashtra, India","No","2025-09-19","","Not specified","https://in.linkedin.com/jobs/view/net-software-developer-role-at-millicon-consultant-engineers-pvt-ltd-4302708713","5789sumoyamanagement@gmail.comSumoya","","c; sql","Job Title: .NET Software DeveloperPosition:Jr. Software Developer / Sr, Software DeveloperLocation:Bandra - MumbaiCompany Name:Elink Software Technology Pvt. Ltd.Experience:2+ yearsCompensation:As per industry standards and relevant experienceJob SummaryWe are seeking skilled and motivated.NET Software Developersto join our team. If you have2 or more yearsof experience as a Junior Developer, wed love to hear from you. Developers with34+ years of experiencemay be considered for aSenior Developerrole.Key ResponsibilitiesCollaborate with developers, business analysts, and domain experts to design and develop software solutions.Write clean, efficient, and maintainable code based on specifications.Integrate third-party tools and components to enhance system functionality.Test, debug, and deploy applications and upgrades.Troubleshoot and resolve technical issues in a timely manner.Gather and evaluate user requirements and feedback to improve products.Recommend and implement improvements to existing solutions.Create and maintain technical documentation for internal and external use.Ensure smooth and timely execution of assigned projects.Required Qualifications SkillsBachelors degree in Computer Science, Engineering, or a related field.Strong experience with Microsoft technologies, including (but not limited to):MVC 4.0,ASP.NET3.5+,C#,Oracle 11g,SQL Server 2012/2017,XML,AJAX,Web ServicesHands-on experience in software development and web technologies.Proven working experience in full software development life cycle (SDLC).Strong understanding of Oracle Database 11g.Excellent verbal and written communication skills.Strong organizational skills with attention to detail and the ability to manage multiple tasks.Warm regards,Anuja A. NarhariHR Executive+91 99301 5789sumoyamanagement@gmail.comSumoya Management Facility ConsultantsThis job is provided by Shine.com"
"4302537888","Turing","Java Developer - 20442","java developer","Ahmedabad, Gujarat, India","Yes","2025-09-18","","Not specified","https://in.linkedin.com/jobs/view/java-developer-20442-at-turing-4302537888","","","java; testing","Exciting Opportunity: Java Developers for a Leading U.S.-Based CompanyA top U.S.-based organization is looking for skilled Java Developers to join their team. The company is a pioneer in developing the next generation of dialog agents, with applications in education, entertainment, and general knowledge platforms.This is a great opportunity for professionals who want to learn, grow, and work on cutting-edge projects in a dynamic environment.Role and Responsibilities:Develop clean, well-organized, and reusable Java codeParticipate in code reviews to maintain high quality standardsContribute to the design, development, and delivery of new featuresCollaborate with cross-functional teams across design, product, and engineeringWrite clear and well-documented code for easy maintenanceCandidate Requirements:Open to candidates of all experience levels — from junior to seniorBachelor’s or Master’s degree in Computer Science, Engineering, or a related field (or equivalent experience)Experience building scalable and modular web applicationsStrong focus on code readability, security, stability, and testing practicesGood understanding of Java syntax, conventions, and best practicesExcellent communication skills in English, both spoken and writtenWhy This Opportunity Stands Out:Work alongside globally recognized experts and expand your professional networkEnjoy the flexibility of remote work without traditional office restrictionsReceive competitive salaries paid in USDGet involved with innovative projects that are shaping the future of technologySelection Process:Shortlisted developers may be asked to complete an assessment.If you clear the assessment, you will be contacted for contract assignments with expected start dates, durations, and end dates.Some contract assignments require fixed weekly hours, averaging 20/30/40 hours per week for the duration of the contract assignment."
"4302508822","NTT DATA North America","Java developer with Spring, JSP, JSF Java developer with Spring, JSP, JSF","java developer","Bengaluru East, Karnataka, India","Yes","2025-09-18","","Not specified","https://in.linkedin.com/jobs/view/java-developer-with-spring-jsp-jsf-java-developer-with-spring-jsp-jsf-at-ntt-data-north-america-4302508822","","","java; javascript; spring; angular; sql; postgres; git; rest; rest api; testing","Req ID: 334429NTT DATA strives to hire exceptional, innovative and passionate individuals who want to grow with us. If you want to be part of an inclusive, adaptable, and forward-thinking organization, apply now.We are currently seeking a Java developer with Spring, JSP, JSF Java developer with Spring, JSP, JSF to join our team in Bangalore, Karnātaka (IN-KA), India (IN).Java development with Spring, JSP, JSF Ability to understand and work with Legacy code (Java 6 onwards). Unit and integration testing. Javascript and Angular JS Postgres DB Experience in advanced SQL. Familiarity with different Architecture Version controlling tools – Maven, Git Rest API and Open API architecture and specification. Require good JSF knowledge.About NTT DATANTT DATA is a $30 billion trusted global innovator of business and technology services. We serve 75% of the Fortune Global 100 and are committed to helping clients innovate, optimize and transform for long term success. As a Global Top Employer, we have diverse experts in more than 50 countries and a robust partner ecosystem of established and start-up companies. Our services include business and technology consulting, data and artificial intelligence, industry solutions, as well as the development, implementation and management of applications, infrastructure and connectivity. We are one of the leading providers of digital and AI infrastructure in the world. NTT DATA is a part of NTT Group, which invests over $3.6 billion each year in R&D to help organizations and society move confidently and sustainably into the digital future. Visit us at us.nttdata.comWhenever possible, we hire locally to NTT DATA offices or client sites. This ensures we can provide timely and effective support tailored to each client’s needs. While many positions offer remote or hybrid work options, these arrangements are subject to change based on client requirements. For employees near an NTT DATA office or client site, in-office attendance may be required for meetings or events, depending on business needs. At NTT DATA, we are committed to staying flexible and meeting the evolving needs of both our clients and employees. NTT DATA recruiters will never ask for payment or banking information and will only use @nttdata.com and @talent.nttdataservices.com email addresses. If you are requested to provide payment or disclose banking information, please submit a contact us form, https://us.nttdata.com/en/contact-us .NTT DATA endeavors to make https://us.nttdata.com accessible to any and all users. If you would like to contact us regarding the accessibility of our website or need assistance completing the application process, please contact us at https://us.nttdata.com/en/contact-us . This contact information is for accommodation requests only and cannot be used to inquire about the status of applications. NTT DATA is an equal opportunity employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or protected veteran status. For our EEO Policy Statement, please click here . If you'd like more information on your EEO rights under the law, please click here . For Pay Transparency information, please click here ."
"4302423310","Ecoh","Software Engineer, University Graduate (2025-2026)","software engineer","India","No","2025-09-18","","Not specified","https://in.linkedin.com/jobs/view/software-engineer-university-graduate-2025-2026-at-ecoh-4302423310","","","java; python; c; c++","Minimum qualifications:Bachelor's degree in Computer Science or equivalent practical experienceProficiency in Python, Java, or C++Strong understanding of algorithms and data structuresPreferred qualifications:Experience building production-level web or backend systemsExposure to cloud infrastructure and scalability principlesAbout the jobAt Ecoh, our Software Engineers are the architects of a bold mission building India’s most trusted education platform. You won’t just ship features; you’ll lay the technical foundation for personalized learning that reaches millions across the country. This is a role where your code directly uplifts lives by enabling accessible, scalable educational tools for students and educators.Our engineering team thrives on solving complex edtech challenges, from real-time content delivery to AI-enhanced personalization. You’ll work in a dynamic environment that values innovation, collaboration, and impact, contributing to systems that handle massive scale while ensuring security and performance.We hire engineers with a passion for technology and a commitment to educational equity. All steps in our hiring process are reviewed manually by experienced human hiring panels to ensure fairness and alignment with our mission.ResponsibilitiesBuild core systems that serve millions in real-time, focusing on backend development and integrationCollaborate with cross-functional teams across engineering, AI, and product to design and implement scalable solutionsDeliver scalable, secure, and high-performance code through iterative development and optimizationHiring Process: Resume Review → ENGST Test (Pre-Screening Test) → Online Assessment (OA) → 1–2 Interviews → Offer LetterEach stage is evaluated by our human hiring panel for a thorough and equitable selection process."
"4302533152","Akamai Technologies","Software Engineer","software engineer","India","No","2025-09-18","","Not specified","https://in.linkedin.com/jobs/view/software-engineer-at-akamai-technologies-4302533152","","","python; sql; mysql; docker; aws; azure; testing","Job DescriptionDoes the opportunity to develop and produce high performance systems excite you?Do you thrive when given the freedom to innovate?Join our world-class Edge Technology organizationOur Edge Platform team takes ownership for planning, building, maintaining and operating our global platform. We design, develop and deploy critical technologies including the hardware, software and network infrastructure. These provide the technical underpinnings for all of our products. Our team ensures consistent availability and performance for our customers.Partner with the bestYou'll work on high-reliability/high-throughput systems that manage our customer's security certificates and configurations. Our team provides support to several other teams at Akamai who require secure delivery. Our work centers around building systems which operate at large scale, with high resilience and performance.As a Software Engineer, You Will Be Responsible ForDesigning and developing systems capable of handling tens of thousands of concurrent operationsDeveloping software to make efficient use of Relational Database Management Systems and NoSQL databasesCreating new features from scratch, enhancing existing features and optimizing existing functionalityFollowing good development methodology, including collaboration with testing and SQA departments to successfully deploy new system componentsDo What You LoveTo be successful in this role you will:Have a Bachelor's degree in Computer Science, Engineering, or related fieldHave 6 months - 2 years of experience in DevOps, Software Engineering, or related fieldsHave solid experience in languages such as Python or Bash in Linux/Unix environmentsHave good understanding of Docker and containerization concepts.Have hands-on academic or professional experience with cloud platforms (Azure or AWS).Have good experience with SQL and relational databases such as Oracle, SQL Server, MySQL, or PostgresWork in a way that works for youFlexBase, Akamai's Global Flexible Working Program, is based on the principles that are helping us create the best workplace in the world. When our colleagues said that flexible working was important to them, we listened. We also know flexible working is important to many of the incredible people considering joining Akamai. FlexBase, gives 95% of employees the choice to work from their home, their office, or both (in the country advertised). This permanent workplace flexibility program is consistent and fair globally, to help us find incredible talent, virtually anywhere. We are happy to discuss working options for this role and encourage you to speak with your recruiter in more detail when you apply.Learn what makes Akamai a great place to workConnect with us on social and see what life at Akamai is like!We power and protect life online, by solving the toughest challenges, together.At Akamai, we're curious, innovative, collaborative and tenacious. We celebrate diversity of thought and we hold an unwavering belief that we can make a meaningful difference. Our teams use their global perspectives to put customers at the forefront of everything they do, so if you are people-centric, you'll thrive here.Working for youBenefitsAt Akamai, we will provide you with opportunities to grow, flourish, and achieve great things. Our benefit options are designed to meet your individual needs for today and in the future. We provide benefits surrounding all aspects of your life:Your healthYour financesYour familyYour time at workYour time pursuing other endeavorsOur benefit plan options are designed to meet your individual needs and budget, both today and in the future.About UsAkamai powers and protects life online. Leading companies worldwide choose Akamai to build, deliver, and secure their digital experiences helping billions of people live, work, and play every day. With the world's most distributed compute platform from cloud to edge we make it easy for customers to develop and run applications, while we keep experiences closer to users and threats farther away.Join usAre you seeking an opportunity to make a real difference in a company with a global reach and exciting services and clients? Come join us and grow with a team of people who will energize and inspire you!"
"4302713194","Umanist NA","SQL & Python Developer","software developer","India","No","2025-09-19","","Not specified","https://in.linkedin.com/jobs/view/sql-python-developer-at-umanist-na-4302713194","","","python; sql; aws; gcp; azure","Domain: Information Technology,002Industry: Software Development & Data EngineeringNotice Period: Immediate to 30 DaysJob DescriptionWe are seeking a skilled and detail-oriented SQL Developer with strong expertise in Python programming and API integration. The ideal candidate will be responsible for designing, developing, and optimizing database systems, building and consuming APIs, and creating scalable data pipelines.Key ResponsibilitiesDesign, develop, and optimize complex SQL queries, stored procedures, and functions for data extraction, transformation, and reporting. Develop Python scripts and applications for data manipulation, automation, and integration tasks. Build, consume, and maintain RESTful APIs to support application and data integration. Collaborate with data engineers, software developers, and analysts to understand business requirements and deliver effective solutions. Ensure data quality, integrity, and performance across systems and pipelines. Conduct performance tuning and troubleshooting for SQL and Python-based processes. Write clean, maintainable, and well-documented code. Provide support for production systems and troubleshoot issues as they arise. Must-Have SkillsStrong SQL development expertise Proficiency in Python programming Experience with API integration (RESTful APIs) Nice-to-Have SkillsExposure to cloud platforms (AWS / Azure / GCP) Familiarity with CI/CD pipelines and automation tools Knowledge of big data frameworks (e.g., Spark, Hadoop) Interview Process2 Technical Rounds 1 Client Round Skills: sql,data,python,integration,automation"
"4281545972","Cimpress India","Software Engineer","software engineer","India","Yes","2025-09-19","","Not specified","https://in.linkedin.com/jobs/view/software-engineer-at-cimpress-india-4281545972","","","javascript; html; node; mysql; testing","About CimpressLed by founder and CEO Robert Keane, Cimpress invests in and helps build customer-focused, entrepreneurial mass customization businesses. Through the personalized physical (and digital) products these companies create,we empower over 17 million global customers to mae an impression. Last year, Cimpress generated $3.5B in revenue through customized print products, signage, apparel, packaging and more. The Cimpress family includesa dynamic, international group of businesses and central teams, all working to solve problems, build businesses, innovate and improve.About the Business Unit: WIRmachenDRUCK, a German web-to-print company, offers graphic designers and print resellers a vast range of highly customizable products at low prices; from promotional products to customized beverage cans.About the Role: The ideal candidate is a highly resourceful and innovative developer with extensive experience in the layout, design and coding of websites specifically in PHP format. You must also possess a strong knowledge of web application development using PHP programming language and MySQL Server databases.Roles & ResponsibilitiesWriting clean, fast PHP to a high standard, in a timely and scalable wayContribute to all phases of the development lifecycle.Troubleshooting, testing, and maintaining the core product software and databases.Follow industry best practices.Producing detailed specifications.Develop and deploy new features to facilitate related procedures and tools if necessary.Required Skills2+ years of a relevant working experience as a PHP DeveloperLooking for Laravel- PHP, Node.JS and Javascript Expertise.Good to have Nest.JSUser authentication and authorization between multiple systems, servers, and environmentsIntegration of multiple data sources and databases into one systemFamiliarity with limitations of Object-oriented PHP as a platform and its workaroundsProficient in PHP MVC Framework, JavaScript, HTML, and CSSExcellent relational database skills with MySQL or SQLExperience with building restful JSON web servicesRemote First-CultureIn 2020, Cimpress adopted a Remote-First operating model and culture. We heard from our team members that having the freedom, autonomy and trust in each other to work from home and, the ability to operate when they are most productive, empowers everyone to be their best and most brilliant self. Cimpress also provides collaboration spaces for team members to work physically together when it's safe to do so or believe in office working will deliver the best results. Currently we are enabled to hire remote team members in over 20 US States as well as several countries in Europe: Spain, Germany, UK, Czech Republic, the Netherlands and Switzerland."
